Length,Width,Height,etiqueta,distance
3.8,11.3,13.0,Desco,17.64
3.8,4.4,5.2,Cubo,7.8
3.8,4.0,5.3,Cubo,7.65
3.8,5.4,13.4,Estaca,14.94
3.8,5.4,13.4,Estaca,14.94
3.8,5.7,11.8,Estaca,13.64
3.8,6.2,10.1,Desco,12.45
3.8,5.7,11.8,Estaca,13.64
3.8,6.2,10.1,Desco,12.45
3.8,3.9,9.0,Estaca,10.52
3.8,8.4,12.7,Desco,15.69
3.8,4.0,5.8,Leche,8.0
3.8,3.9,6.5,Leche,8.48
3.8,3.9,6.5,Leche,8.48
3.8,4.5,5.8,Cubo,8.27
3.9,6.4,10.8,Desco,13.15
3.9,5.6,5.9,Desco,9.02
3.9,9.9,11.8,Desco,15.89
3.9,6.4,10.8,Desco,13.15
3.9,5.6,5.9,Desco,9.02
3.9,5.7,5.7,Desco,8.95
3.9,7.7,15.1,Tabla,17.39
3.9,6.9,11.2,Desco,13.72
3.9,3.9,8.6,Estaca,10.22
3.9,3.9,8.6,Estaca,10.22
3.9,8.3,10.8,Desco,14.17
3.9,8.3,10.8,Desco,14.17
3.9,3.9,8.6,Estaca,10.22
3.9,7.7,15.1,Tabla,17.39
3.9,3.9,7.4,Leche,9.23
3.9,3.9,7.1,Leche,8.99
3.9,3.9,5.4,Cubo,7.72
3.9,5.2,10.0,Leche,11.93
3.9,5.2,11.2,Estaca,12.95
3.9,8.0,8.4,Desco,12.24
3.9,8.0,8.4,Desco,12.24
3.9,5.2,11.2,Estaca,12.95
3.9,4.1,10.3,Estaca,11.75
3.9,6.5,8.6,Desco,11.46
3.9,8.8,11.2,Desco,14.77
3.9,6.3,7.9,Desco,10.83
3.9,5.6,5.9,Desco,9.02
3.9,5.7,5.7,Desco,8.95
3.9,6.5,11.3,Desco,13.61
3.9,6.7,7.8,Desco,11.0
3.9,7.8,12.1,Desco,14.92
3.9,3.9,5.4,Cubo,7.72
3.9,7.8,12.1,Desco,14.92
3.9,3.9,5.4,Cubo,7.72
3.9,6.2,11.2,Desco,13.38
3.9,4.3,6.2,Leche,8.49
3.9,3.9,5.4,Cubo,7.72
3.9,8.1,10.9,Desco,14.13
3.9,4.4,4.4,Cubo,7.34
3.9,6.2,11.2,Desco,13.38
3.9,3.9,6.1,Leche,8.22
3.9,6.3,11.4,Desco,13.6
3.9,6.4,11.3,Desco,13.56
3.9,6.2,11.4,Desco,13.55
3.9,4.4,4.4,Cubo,7.34
3.9,7.2,10.2,Desco,13.08
3.9,6.4,10.8,Desco,13.15
3.9,7.7,15.1,Tabla,17.39
3.9,6.9,11.2,Desco,13.72
3.9,6.5,9.3,Desco,12.0
3.9,5.8,14.5,Estaca,16.1
3.9,5.9,8.8,Desco,11.29
3.9,6.8,12.2,Desco,14.5
3.9,8.0,12.5,Desco,15.34
3.9,8.7,12.8,Desco,15.96
3.9,9.8,15.1,Desco,18.42
3.9,7.0,13.3,Tabla,15.53
3.9,6.1,10.2,Desco,12.51
3.9,6.4,10.8,Desco,13.15
3.9,7.7,15.1,Tabla,17.39
3.9,6.9,11.2,Desco,13.72
3.9,6.5,9.3,Desco,12.0
3.9,5.8,14.5,Estaca,16.1
3.9,5.9,8.8,Desco,11.29
3.9,6.8,12.2,Desco,14.5
3.9,8.0,12.5,Desco,15.34
3.9,8.7,12.8,Desco,15.96
3.9,9.8,15.1,Desco,18.42
3.9,7.0,13.3,Tabla,15.53
3.9,6.1,10.2,Desco,12.51
3.9,5.5,14.2,Estaca,15.72
3.9,5.5,14.2,Estaca,15.72
3.9,5.5,14.2,Estaca,15.72
3.9,5.5,14.2,Estaca,15.72
3.9,11.0,13.8,Desco,18.07
3.9,8.7,9.2,Desco,13.25
3.9,8.8,12.0,Desco,15.38
3.9,9.8,13.0,Desco,16.74
3.9,10.2,10.2,Desco,14.94
3.9,9.8,10.2,Desco,14.67
3.9,9.4,9.5,Desco,13.92
3.9,9.8,13.0,Desco,16.74
3.9,9.1,15.0,Tabla,17.97
3.9,3.9,3.9,Cubo,6.75
3.9,7.9,11.0,Desco,14.09
3.9,12.0,13.9,Desco,18.77
3.9,10.1,13.6,Desco,17.38
3.9,4.0,4.6,Cubo,7.24
3.9,5.0,7.2,Cubo,9.59
3.9,4.1,8.1,Estaca,9.88
3.9,4.9,14.5,Estaca,15.79
3.9,4.0,10.1,Estaca,11.54
4.0,4.1,5.9,Leche,8.22
4.0,6.2,6.3,Cubo,9.7
4.0,8.3,10.8,Desco,14.2
4.0,4.0,9.4,Estaca,10.97
4.0,4.1,9.4,Estaca,11.01
4.0,4.0,9.4,Estaca,10.97
4.0,4.1,9.4,Estaca,11.01
4.0,5.8,13.5,Estaca,15.23
4.0,7.6,8.6,Desco,12.15
4.0,6.2,9.1,Desco,11.72
4.0,5.1,6.8,Cubo,9.39
4.0,7.7,11.7,Desco,14.57
4.0,11.0,12.9,Desco,17.42
4.0,5.7,7.1,Desco,9.94
4.0,4.1,5.9,Leche,8.22
4.0,4.3,4.5,Cubo,7.4
4.0,4.3,4.5,Cubo,7.4
4.0,8.0,12.0,Desco,14.97
4.0,4.2,6.1,Leche,8.42
4.0,4.2,6.1,Leche,8.42
4.0,8.0,12.0,Desco,14.97
4.0,4.1,5.9,Leche,8.22
4.0,4.1,5.9,Leche,8.22
4.0,4.1,4.7,Cubo,7.41
4.0,4.1,4.8,Cubo,7.47
4.0,4.1,7.2,Leche,9.2
4.0,6.3,13.2,Estaca,15.16
4.0,5.9,11.1,Leche,13.19
4.0,6.3,9.1,Desco,11.77
4.0,10.6,12.3,Desco,16.72
4.0,9.2,12.8,Desco,16.26
4.0,6.1,13.5,Estaca,15.34
4.0,5.9,11.1,Leche,13.19
4.0,6.3,9.1,Desco,11.77
4.0,10.6,12.3,Desco,16.72
4.0,9.2,12.8,Desco,16.26
4.0,6.1,13.5,Estaca,15.34
4.0,9.1,12.7,Desco,16.13
4.0,8.7,10.1,Desco,13.92
4.0,8.0,11.8,Desco,14.81
4.0,7.6,8.0,Desco,11.74
4.0,4.9,12.7,Estaca,14.19
4.0,6.5,9.8,Desco,12.42
4.0,4.0,11.1,Estaca,12.46
4.0,4.0,11.1,Estaca,12.46
4.0,7.6,8.0,Desco,11.74
4.0,4.9,12.7,Estaca,14.19
4.0,5.0,6.6,Cubo,9.2
4.0,5.3,6.0,Cubo,8.95
4.0,4.1,7.4,Leche,9.36
4.1,8.1,9.7,Desco,13.29
4.1,7.7,10.1,Desco,13.35
4.1,7.0,9.6,Desco,12.57
4.1,7.0,9.6,Desco,12.57
4.1,8.2,10.9,Desco,14.24
4.1,8.2,10.9,Desco,14.24
4.1,7.5,15.2,Tabla,17.44
4.1,7.5,14.4,Tabla,16.75
4.1,5.4,12.3,Estaca,14.04
4.1,4.1,4.3,Cubo,7.22
4.1,9.8,12.8,Desco,16.63
4.1,6.9,8.8,Desco,11.91
4.1,4.1,4.7,Cubo,7.46
4.1,4.8,10.4,Estaca,12.17
4.1,6.3,11.3,Desco,13.57
4.1,4.1,4.7,Cubo,7.46
4.1,4.1,9.7,Estaca,11.3
4.1,6.1,13.3,Estaca,15.2
4.1,4.3,6.2,Leche,8.59
4.1,6.2,9.4,Desco,11.98
4.1,6.3,9.7,Desco,12.27
4.1,6.2,9.3,Desco,11.91
4.1,10.7,12.7,Desco,17.11
4.1,7.7,15.2,Tabla,17.53
4.1,5.7,12.1,Estaca,13.99
4.1,10.7,12.7,Desco,17.11
4.1,7.7,15.2,Tabla,17.53
4.1,5.7,12.1,Estaca,13.99
4.1,9.5,10.8,Desco,14.96
4.1,9.5,10.8,Desco,14.96
4.1,8.5,12.9,Desco,15.98
4.1,9.1,10.2,Desco,14.27
4.1,4.1,4.9,Cubo,7.59
4.1,4.1,5.5,Cubo,7.99
4.1,8.5,12.4,Desco,15.58
4.1,4.3,13.3,Estaca,14.57
4.1,7.6,15.6,Tabla,17.83
4.1,4.1,5.5,Cubo,7.99
4.1,4.3,13.3,Estaca,14.57
4.1,5.1,13.9,Estaca,15.36
4.2,8.2,9.8,Desco,13.45
4.2,4.7,6.6,Cubo,9.13
4.2,6.7,11.6,Desco,14.04
4.2,8.8,11.4,Desco,15.0
4.2,4.4,8.6,Leche,10.53
4.2,10.5,10.5,Desco,15.43
4.2,4.3,5.6,Cubo,8.22
4.2,4.2,5.3,Cubo,7.96
4.2,5.9,11.9,Estaca,13.93
4.2,4.2,5.3,Cubo,7.96
4.2,5.9,11.9,Estaca,13.93
4.2,4.2,11.8,Estaca,13.21
4.2,8.8,12.0,Desco,15.46
4.2,6.8,7.8,Desco,11.17
4.2,5.9,15.4,Estaca,17.02
4.2,9.3,15.0,Desco,18.14
4.2,9.3,15.0,Desco,18.14
4.2,4.5,6.6,Leche,9.02
4.2,5.7,10.9,Leche,13.0
4.2,5.7,10.8,Leche,12.91
4.2,4.3,13.4,Estaca,14.69
4.2,7.4,7.7,Desco,11.48
4.2,6.5,10.8,Desco,13.29
4.2,12.8,15.4,Desco,20.46
4.2,7.8,10.8,Desco,13.97
4.2,8.8,9.0,Desco,13.27
4.2,4.6,12.0,Estaca,13.52
4.2,4.3,13.4,Estaca,14.69
4.2,5.5,6.4,Cubo,9.43
4.3,5.4,12.7,Estaca,14.45
4.3,7.9,15.3,Tabla,17.75
4.3,6.1,7.6,Desco,10.65
4.3,7.9,15.3,Tabla,17.75
4.3,5.3,8.4,Leche,10.82
4.3,7.6,8.7,Desco,12.33
4.3,11.2,13.8,Desco,18.29
4.3,4.5,6.1,Cubo,8.71
4.3,5.4,6.5,Cubo,9.48
4.3,10.0,15.6,Desco,19.02
4.3,5.4,6.5,Cubo,9.48
4.3,10.0,15.6,Desco,19.02
4.3,7.1,14.6,Estaca,16.79
4.3,6.5,9.4,Desco,12.21
4.3,7.0,8.9,Desco,12.11
4.3,4.3,4.4,Cubo,7.51
4.3,4.4,5.6,Cubo,8.32
4.3,5.5,11.0,Estaca,13.03
4.3,4.3,4.4,Cubo,7.51
4.3,7.9,15.6,Tabla,18.01
4.3,4.3,4.3,Cubo,7.45
4.3,6.3,13.0,Estaca,15.07
4.3,7.7,10.8,Desco,13.94
4.3,9.8,12.6,Desco,16.53
4.3,4.3,4.3,Cubo,7.45
4.3,6.1,7.6,Desco,10.65
4.3,10.5,13.5,Desco,17.63
4.3,10.5,13.5,Desco,17.63
4.3,5.5,8.7,Leche,11.15
4.3,9.4,9.8,Desco,14.24
4.3,9.8,11.9,Desco,16.0
4.3,9.4,9.8,Desco,14.24
4.3,11.0,11.4,Desco,16.41
4.3,5.4,6.1,Cubo,9.21
4.3,6.1,9.6,Desco,12.16
4.3,7.9,11.7,Desco,14.76
4.3,6.7,10.0,Desco,12.78
4.4,4.4,13.1,Estaca,14.5
4.4,7.8,9.4,Desco,12.98
4.4,7.9,15.4,Tabla,17.86
4.4,10.0,10.8,Desco,15.36
4.4,10.0,10.6,Desco,15.22
4.4,10.1,10.7,Desco,15.36
4.4,5.6,12.9,Estaca,14.74
4.4,5.6,12.9,Estaca,14.74
4.4,5.4,6.6,Cubo,9.6
4.4,5.3,6.8,Cubo,9.68
4.4,5.6,12.9,Estaca,14.74
4.4,5.4,6.6,Cubo,9.6
4.4,5.3,6.8,Cubo,9.68
4.4,5.4,6.6,Cubo,9.6
4.4,6.4,10.0,Desco,12.66
4.4,6.8,15.9,Estaca,17.84
4.4,5.8,9.0,Cubo,11.58
4.4,5.4,13.0,Estaca,14.75
4.4,8.1,8.8,Desco,12.74
4.4,7.4,8.6,Desco,12.17
4.4,5.4,7.1,Cubo,9.95
4.4,7.1,10.6,Desco,13.5
4.4,6.6,9.2,Desco,12.15
4.4,7.1,10.6,Desco,13.5
4.4,6.6,9.2,Desco,12.15
4.4,6.6,9.1,Desco,12.07
4.4,8.8,12.4,Desco,15.83
4.4,6.1,9.4,Desco,12.04
4.4,6.1,9.5,Desco,12.12
4.4,6.1,9.4,Desco,12.04
4.4,5.2,14.9,Estaca,16.38
4.4,5.7,15.9,Estaca,17.45
4.4,5.0,7.6,Leche,10.11
4.4,11.3,11.6,Desco,16.78
4.4,5.6,16.5,Estaca,17.97
4.4,5.7,16.5,Estaca,18.0
4.4,5.6,16.5,Estaca,17.97
4.4,4.6,14.3,Estaca,15.65
4.4,5.3,10.1,Leche,12.23
4.4,6.7,12.1,Leche,14.51
4.4,4.4,15.1,Estaca,16.33
4.4,4.5,15.1,Estaca,16.36
4.4,7.9,15.4,Tabla,17.86
4.4,7.9,15.4,Tabla,17.86
4.4,4.5,7.5,Leche,9.79
4.4,6.5,9.1,Desco,12.02
4.4,6.3,11.1,Leche,13.5
4.4,7.3,9.9,Desco,13.06
4.4,10.4,11.8,Desco,16.33
4.4,9.1,12.4,Desco,16.0
4.4,4.7,8.6,Leche,10.74
4.5,12.4,13.2,Desco,18.66
4.5,12.4,13.2,Desco,18.66
4.5,12.4,13.2,Desco,18.66
4.5,6.9,15.6,Estaca,17.64
4.5,7.6,15.6,Tabla,17.93
4.5,6.3,9.1,Desco,11.95
4.5,6.1,6.2,Cubo,9.79
4.5,9.1,12.1,Desco,15.79
4.5,5.8,9.5,Leche,12.01
4.5,9.1,12.1,Desco,15.79
4.5,5.3,7.4,Cubo,10.15
4.5,5.8,9.5,Leche,12.01
4.5,4.6,7.7,Leche,10.03
4.5,6.5,9.4,Desco,12.28
4.5,6.5,9.4,Desco,12.28
4.5,4.7,14.3,Estaca,15.71
4.5,6.9,8.7,Desco,11.98
4.5,6.1,6.2,Cubo,9.79
4.5,6.9,8.7,Desco,11.98
4.5,5.6,16.4,Estaca,17.9
4.5,4.6,7.8,Leche,10.11
4.5,4.7,7.1,Leche,9.63
4.5,6.2,11.5,Leche,13.82
4.5,8.9,12.2,Desco,15.76
4.5,5.7,9.2,Leche,11.72
4.5,8.9,12.2,Desco,15.76
4.5,6.3,9.2,Desco,12.02
4.5,6.3,9.2,Desco,12.02
4.5,5.6,13.9,Estaca,15.65
4.5,6.0,8.9,Cubo,11.64
4.5,5.3,5.5,Cubo,8.87
4.5,4.7,4.9,Cubo,8.15
4.5,4.5,6.5,Leche,9.1
4.5,4.6,6.4,Cubo,9.08
4.5,5.7,14.5,Estaca,16.22
4.5,7.7,11.6,Desco,14.63
4.5,9.2,12.2,Desco,15.93
4.5,7.3,11.6,Desco,14.43
4.5,4.7,8.6,Leche,10.78
4.5,9.3,12.2,Desco,15.99
4.6,4.7,14.8,Estaca,16.2
4.6,10.5,17.4,Tabla,20.84
4.6,10.5,17.4,Tabla,20.84
4.6,4.6,14.8,Estaca,16.17
4.6,6.2,6.3,Cubo,9.96
4.6,10.5,16.1,Desco,19.76
4.6,10.6,16.1,Desco,19.82
4.6,11.4,13.1,Desco,17.96
4.6,11.4,13.1,Desco,17.96
4.6,11.4,13.1,Desco,17.96
4.6,6.8,15.6,Estaca,17.63
4.6,8.4,13.3,Desco,16.39
4.6,11.1,15.1,Desco,19.3
4.6,4.7,7.7,Leche,10.13
4.6,10.5,15.7,Desco,19.44
4.6,8.0,11.0,Desco,14.36
4.6,8.0,11.0,Desco,14.36
4.6,8.0,11.0,Desco,14.36
4.6,4.7,7.7,Leche,10.13
4.6,10.5,15.7,Desco,19.44
4.6,4.7,7.7,Leche,10.13
4.6,9.2,12.0,Desco,15.81
4.6,6.5,7.2,Desco,10.74
4.6,4.6,7.6,Leche,10.0
4.6,6.8,10.9,Desco,13.65
4.6,6.8,10.5,Desco,13.33
4.6,6.2,6.2,Cubo,9.9
4.6,5.6,16.3,Estaca,17.84
4.6,10.3,14.7,Desco,18.53
4.6,4.6,14.3,Estaca,15.71
4.6,7.8,13.3,Desco,16.09
4.6,9.5,14.5,Desco,17.93
4.6,10.6,16.1,Desco,19.82
4.6,6.1,13.1,Estaca,15.17
4.6,6.1,13.1,Estaca,15.17
4.6,5.7,8.9,Leche,11.53
4.6,5.1,5.1,Cubo,8.55
4.6,4.7,8.5,Leche,10.75
4.6,4.6,9.9,Estaca,11.85
4.6,7.5,13.1,Desco,15.78
4.7,8.0,16.1,Tabla,18.58
4.7,6.5,7.0,Desco,10.65
4.7,4.7,5.9,Cubo,8.89
4.7,8.0,16.1,Tabla,18.58
4.7,4.7,4.9,Cubo,8.26
4.7,13.1,14.0,Desco,19.74
4.7,9.3,10.0,Desco,14.44
4.7,5.9,7.1,Cubo,10.36
4.7,7.3,13.1,Desco,15.72
4.7,6.4,6.5,Cubo,10.26
4.7,4.7,11.0,Estaca,12.85
4.7,4.7,11.0,Estaca,12.85
4.7,7.3,13.1,Desco,15.72
4.7,6.4,6.5,Cubo,10.26
4.7,4.7,4.9,Cubo,8.26
4.7,8.6,10.1,Desco,14.07
4.7,4.7,14.6,Estaca,16.04
4.7,6.7,6.7,Desco,10.58
4.7,9.2,12.1,Desco,15.91
4.7,6.2,15.4,Estaca,17.25
4.7,10.6,16.5,Desco,20.17
4.7,7.6,15.3,Tabla,17.72
4.7,5.9,9.1,Cubo,11.82
4.7,8.4,10.2,Desco,14.02
4.7,10.6,16.5,Desco,20.17
4.7,7.6,15.3,Tabla,17.72
4.7,5.9,9.1,Cubo,11.82
4.7,8.4,10.2,Desco,14.02
4.7,6.1,11.8,Leche,14.09
4.7,5.5,14.3,Estaca,16.03
4.7,5.1,15.0,Estaca,16.53
4.7,5.5,14.4,Estaca,16.12
4.7,5.2,15.4,Estaca,16.92
4.7,10.1,17.2,Tabla,20.49
4.7,6.7,6.7,Desco,10.58
4.7,9.2,12.1,Desco,15.91
4.7,13.1,14.0,Desco,19.74
4.7,4.7,5.9,Cubo,8.89
4.7,4.7,6.7,Leche,9.44
4.7,9.8,10.2,Desco,14.91
4.7,9.1,15.0,Desco,18.16
4.7,9.8,13.0,Desco,16.94
4.7,6.1,6.5,Cubo,10.08
4.8,10.4,15.9,Desco,19.6
4.8,6.8,8.0,Desco,11.54
4.8,10.4,15.9,Desco,19.6
4.8,4.8,4.9,Cubo,8.37
4.8,6.2,7.2,Cubo,10.65
4.8,9.3,12.3,Desco,16.15
4.8,9.3,12.3,Desco,16.15
4.8,9.8,14.2,Desco,17.91
4.8,9.4,11.9,Desco,15.91
4.8,10.6,16.1,Desco,19.86
4.8,5.3,7.7,Leche,10.51
4.8,10.6,16.1,Desco,19.86
4.8,9.4,11.9,Desco,15.91
4.8,8.0,11.6,Desco,14.89
4.8,6.0,7.3,Cubo,10.6
4.8,11.0,16.0,Desco,20.0
4.8,4.8,4.9,Cubo,8.37
4.8,5.2,15.5,Estaca,17.04
4.8,4.8,5.0,Cubo,8.43
4.8,9.0,10.4,Desco,14.57
4.8,5.3,10.0,Leche,12.29
4.8,9.0,10.4,Desco,14.57
4.8,7.8,10.4,Desco,13.86
4.8,4.8,9.4,Leche,11.59
4.8,7.3,8.3,Desco,12.05
4.8,7.8,10.4,Desco,13.86
4.8,5.3,9.4,Leche,11.81
4.8,4.9,6.7,Cubo,9.59
4.8,7.6,12.2,Desco,15.15
4.8,9.2,12.1,Desco,15.94
4.8,6.1,6.4,Cubo,10.06
4.8,4.8,8.5,Leche,10.88
4.8,5.4,11.4,Estaca,13.5
4.9,5.0,14.5,Estaca,16.1
4.9,5.0,14.5,Estaca,16.1
4.9,5.0,14.5,Estaca,16.1
4.9,5.1,5.3,Cubo,8.84
4.9,7.9,11.1,Desco,14.48
4.9,6.1,7.6,Cubo,10.91
4.9,8.5,14.0,Desco,17.1
4.9,8.5,14.0,Desco,17.1
4.9,8.5,14.0,Desco,17.1
4.9,5.4,9.4,Leche,11.9
4.9,10.4,16.8,Desco,20.36
4.9,10.4,16.8,Desco,20.36
4.9,8.3,11.4,Desco,14.93
4.9,5.7,7.5,Cubo,10.62
4.9,5.0,14.5,Estaca,16.1
4.9,5.0,14.5,Estaca,16.1
4.9,5.0,14.4,Estaca,16.01
4.9,10.0,14.5,Desco,18.28
4.9,5.0,5.4,Cubo,8.84
4.9,5.4,15.8,Estaca,17.4
4.9,5.8,8.7,Leche,11.55
4.9,7.9,9.3,Desco,13.15
4.9,10.4,16.8,Desco,20.36
4.9,7.3,8.3,Desco,12.09
4.9,7.9,9.3,Desco,13.15
4.9,5.7,9.8,Leche,12.35
4.9,5.7,9.8,Leche,12.35
4.9,7.3,14.2,Leche,16.7
4.9,4.9,7.2,Leche,9.99
4.9,5.9,8.9,Leche,11.75
5.0,8.0,11.1,Desco,14.57
5.0,7.9,11.5,Desco,14.82
5.0,5.0,14.4,Estaca,16.04
5.0,8.0,11.1,Desco,14.57
5.0,5.0,14.4,Estaca,16.04
5.0,5.0,14.5,Estaca,16.13
5.0,9.3,9.3,Desco,14.07
5.0,8.0,10.8,Desco,14.34
5.0,7.0,8.6,Desco,12.16
5.0,8.9,9.9,Desco,14.22
5.0,7.0,8.6,Desco,12.16
5.0,8.9,9.9,Desco,14.22
5.0,11.3,15.9,Desco,20.14
5.0,7.0,11.1,Desco,14.04
5.0,7.0,7.6,Desco,11.48
5.0,7.8,8.9,Desco,12.85
5.0,7.8,8.9,Desco,12.85
5.0,7.0,7.7,Desco,11.55
5.0,8.1,11.4,Desco,14.85
5.0,6.8,12.3,Leche,14.92
5.0,6.8,12.3,Leche,14.92
5.0,5.7,13.8,Estaca,15.75
5.0,8.1,11.4,Desco,14.85
5.0,8.0,11.5,Desco,14.87
5.0,5.0,14.4,Estaca,16.04
5.0,5.0,14.5,Estaca,16.13
5.0,5.1,14.6,Estaca,16.25
5.0,5.0,14.4,Estaca,16.04
5.0,11.5,14.5,Desco,19.17
5.0,5.0,14.5,Estaca,16.13
5.0,5.0,14.5,Estaca,16.13
5.0,5.0,14.5,Estaca,16.13
5.0,5.0,14.5,Estaca,16.13
5.0,5.0,14.5,Estaca,16.13
5.0,6.1,15.5,Estaca,17.39
5.0,8.0,11.1,Desco,14.57
5.0,8.0,11.1,Desco,14.57
5.0,5.7,8.7,Leche,11.54
5.0,9.3,9.3,Desco,14.07
5.0,9.2,14.4,Desco,17.8
5.0,7.9,11.5,Desco,14.82
5.0,7.9,11.5,Desco,14.82
5.0,6.2,14.3,Estaca,16.37
5.0,6.2,14.3,Estaca,16.37
5.0,9.0,10.7,Desco,14.85
5.0,5.5,9.9,Leche,12.38
5.0,7.2,11.2,Desco,14.22
5.0,6.6,13.3,Estaca,15.67
5.1,5.1,14.6,Estaca,16.28
5.1,8.3,12.8,Desco,16.09
5.1,8.3,12.8,Desco,16.09
5.1,9.8,13.4,Desco,17.37
5.1,5.2,8.4,Leche,11.12
5.1,5.2,8.4,Leche,11.12
5.1,6.9,14.1,Estaca,16.51
5.1,6.4,10.1,Leche,13.0
5.1,5.1,14.6,Estaca,16.28
5.1,7.0,9.1,Desco,12.56
5.1,5.8,7.5,Cubo,10.77
5.1,8.0,10.5,Desco,14.15
5.1,6.1,6.2,Cubo,10.08
5.1,7.9,9.1,Desco,13.09
5.1,6.1,6.2,Cubo,10.08
5.1,7.9,9.1,Desco,13.09
5.1,7.2,8.0,Desco,11.91
5.1,7.6,7.8,Desco,12.03
5.1,7.6,8.0,Desco,12.16
5.1,11.8,15.7,Desco,20.29
5.1,9.4,9.4,Desco,14.24
5.1,9.1,13.0,Desco,16.67
5.1,6.6,7.5,Cubo,11.22
5.1,7.2,11.0,Desco,14.1
5.1,7.1,11.0,Desco,14.05
5.2,5.7,16.1,Estaca,17.85
5.2,5.3,5.4,Cubo,9.18
5.2,5.6,10.2,Leche,12.75
5.2,8.1,8.1,Desco,12.58
5.2,8.0,16.6,Estaca,19.15
5.2,8.1,8.1,Desco,12.58
5.2,8.0,16.6,Estaca,19.15
5.2,6.9,11.7,Leche,14.54
5.2,6.5,10.3,Leche,13.24
5.2,6.5,10.3,Leche,13.24
5.2,5.7,16.1,Estaca,17.85
5.2,5.6,10.2,Leche,12.75
5.2,5.6,10.2,Leche,12.75
5.2,5.2,6.3,Cubo,9.68
5.2,7.9,9.9,Desco,13.69
5.2,7.6,7.8,Desco,12.07
5.2,8.1,11.3,Desco,14.84
5.2,5.7,7.7,Cubo,10.9
5.2,7.1,11.6,Cubo,14.56
5.2,5.6,11.0,Leche,13.39
5.2,9.3,11.8,Desco,15.9
5.2,5.3,8.4,Leche,11.21
5.3,5.7,7.8,Cubo,11.02
5.3,6.4,14.3,Estaca,16.54
5.3,6.7,13.5,Estaca,15.98
5.3,6.4,8.8,Cubo,12.1
5.3,5.3,7.2,Cubo,10.39
5.3,6.3,8.5,Cubo,11.83
5.3,6.4,8.8,Cubo,12.1
5.3,5.3,7.2,Cubo,10.39
5.3,6.3,8.5,Cubo,11.83
5.3,6.4,8.8,Cubo,12.1
5.3,5.3,7.2,Cubo,10.39
5.3,6.3,8.5,Cubo,11.83
5.3,6.3,8.5,Cubo,11.83
5.3,12.3,15.3,Desco,20.33
5.3,10.2,12.3,Desco,16.84
5.3,5.6,9.3,Leche,12.08
5.3,5.7,9.3,Leche,12.13
5.3,6.4,14.3,Estaca,16.54
5.3,6.3,11.2,Leche,13.9
5.3,6.4,14.3,Estaca,16.54
5.3,6.3,11.2,Leche,13.9
5.3,5.9,7.4,Cubo,10.85
5.3,5.3,9.3,Leche,11.94
5.3,5.3,9.3,Leche,11.94
5.3,6.8,11.6,Leche,14.45
5.3,9.3,12.2,Desco,16.23
5.3,6.8,11.6,Leche,14.45
5.3,9.3,12.2,Desco,16.23
5.3,5.6,9.3,Leche,12.08
5.3,5.7,9.3,Leche,12.13
5.3,12.2,12.6,Desco,18.32
5.3,6.4,9.4,Cubo,12.55
5.3,6.4,9.4,Cubo,12.55
5.3,5.8,7.1,Cubo,10.59
5.3,6.7,14.3,Estaca,16.66
5.3,5.5,14.6,Estaca,16.48
5.3,8.5,12.8,Desco,16.25
5.4,9.1,13.5,Desco,17.15
5.4,10.5,15.8,Desco,19.72
5.4,6.5,8.8,Cubo,12.2
5.4,6.5,9.0,Cubo,12.35
5.4,6.5,8.9,Cubo,12.27
5.4,6.5,8.8,Cubo,12.2
5.4,8.8,10.8,Desco,14.94
5.4,8.1,15.7,Leche,18.47
5.4,5.7,9.1,Leche,12.02
5.4,9.9,13.0,Desco,17.21
5.4,6.3,9.3,Leche,12.46
5.4,8.7,13.6,Desco,17.02
5.4,9.9,13.0,Desco,17.21
5.4,6.3,9.3,Leche,12.46
5.4,8.7,13.6,Desco,17.02
5.4,5.8,18.1,Estaca,19.76
5.4,6.5,8.8,Cubo,12.2
5.4,9.1,13.5,Desco,17.15
5.4,5.6,14.1,Estaca,16.1
5.4,6.7,6.8,Cubo,10.97
5.4,5.7,9.1,Leche,12.02
5.4,7.7,14.4,Leche,17.2
5.4,5.7,9.1,Leche,12.02
5.4,6.8,11.6,Leche,14.49
5.4,6.8,11.5,Leche,14.41
5.4,8.5,10.1,Desco,14.26
5.4,6.8,11.6,Leche,14.49
5.4,8.3,11.3,Desco,15.02
5.4,6.8,11.5,Leche,14.41
5.4,5.5,9.1,Leche,11.93
5.4,10.5,15.8,Desco,19.72
5.4,8.5,13.0,Desco,16.44
5.4,7.8,9.5,Desco,13.43
5.4,9.0,11.8,Desco,15.79
5.4,8.9,8.9,Desco,13.7
5.4,7.2,11.0,Cubo,14.21
5.4,8.9,8.9,Desco,13.7
5.4,7.6,8.2,Desco,12.42
5.4,8.4,11.5,Desco,15.23
5.4,7.2,11.0,Cubo,14.21
5.5,7.9,11.0,Desco,14.62
5.5,6.3,8.8,Cubo,12.14
5.5,7.9,11.0,Desco,14.62
5.5,6.3,8.8,Cubo,12.14
5.5,7.9,11.0,Desco,14.62
5.5,8.9,12.0,Desco,15.92
5.5,11.8,15.2,Desco,20.01
5.5,10.2,13.5,Desco,17.79
5.5,6.7,8.3,Cubo,12.0
5.5,6.3,8.7,Cubo,12.07
5.5,6.3,8.7,Cubo,12.07
5.5,9.4,12.2,Desco,16.35
5.5,7.9,11.8,Desco,15.23
